session,run,direction,a,b,target,hits,trials,success_probability,top,top_count
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,11,3,14,70,100,0.7,11,70
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,11,4,15,83,100,0.83,11,83
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,11,5,16,80,100,0.8,11,80
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,11,6,17,92,100,0.92,11,92
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,11,7,18,71,100,0.71,11,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,11,8,19,77,100,0.77,11,77
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,11,9,20,66,100,0.66,11,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,11,10,21,79,100,0.79,11,79
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,11,11,22,66,100,0.66,11,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,11,12,23,80,100,0.8,11,80
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,11,13,24,76,100,0.76,11,76
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,11,14,25,91,100,0.91,11,91
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,11,15,26,86,100,0.86,11,86
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,0,12,85,100,0.85,12,85
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,1,13,78,100,0.78,12,78
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,2,14,73,100,0.73,12,73
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,3,15,64,100,0.64,12,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,4,16,80,100,0.8,12,80
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,5,17,64,100,0.64,12,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,6,18,69,100,0.69,12,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,7,19,65,100,0.65,12,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,8,20,76,100,0.76,12,76
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,9,21,80,100,0.8,12,80
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,10,22,80,100,0.8,12,80
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,11,23,74,100,0.74,12,74
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,12,24,71,100,0.71,12,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,13,25,72,100,0.72,12,72
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,14,26,74,100,0.74,12,74
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,12,15,27,77,100,0.77,12,77
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,0,13,85,100,0.85,13,85
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,1,14,85,100,0.85,13,85
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,2,15,83,100,0.83,13,83
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,3,16,82,100,0.82,13,82
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,4,17,72,100,0.72,13,72
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,5,18,70,100,0.7,13,70
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,6,19,81,100,0.81,13,81
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,7,20,86,100,0.86,13,86
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,8,21,83,100,0.83,13,83
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,9,22,87,100,0.87,13,87
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,10,23,84,100,0.84,13,84
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,11,24,85,100,0.85,13,85
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,12,25,73,100,0.73,13,73
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,13,26,69,100,0.69,13,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,14,27,71,100,0.71,13,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,13,15,28,89,100,0.89,13,89
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,0,14,84,100,0.84,14,84
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,1,15,79,100,0.79,14,79
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,2,16,70,100,0.7,14,70
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,3,17,73,100,0.73,14,73
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,4,18,83,100,0.83,14,83
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,5,19,87,100,0.87,14,87
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,6,20,66,100,0.66,14,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,7,21,72,100,0.72,14,72
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,8,22,89,100,0.89,14,89
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,9,23,89,100,0.89,14,89
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,10,24,75,100,0.75,14,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,11,25,66,100,0.66,14,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,12,26,85,100,0.85,14,85
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,13,27,79,100,0.79,14,79
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,14,28,76,100,0.76,14,76
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,14,15,29,68,100,0.68,14,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,0,15,90,100,0.9,15,90
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,1,16,69,100,0.69,15,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,2,17,61,100,0.61,15,61
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,3,18,70,100,0.7,15,70
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,4,19,86,100,0.86,15,86
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,5,20,75,100,0.75,15,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,6,21,72,100,0.72,15,72
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,7,22,63,100,0.63,15,63
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,8,23,91,100,0.91,15,91
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,9,24,66,100,0.66,15,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,10,25,77,100,0.77,15,77
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,11,26,73,100,0.73,15,73
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,12,27,85,100,0.85,15,85
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,13,28,62,100,0.62,15,62
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,14,29,75,100,0.75,15,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,15,15,30,67,100,0.67,15,67
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,0,0,100,100,1.0,0,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,1,1,100,100,1.0,1,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,2,2,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,3,3,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,4,4,99,100,0.99,4,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,5,5,100,100,1.0,5,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,6,6,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,7,7,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,8,8,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,9,9,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,10,10,99,100,0.99,10,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,11,11,100,100,1.0,11,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,12,12,100,100,1.0,12,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,13,13,100,100,1.0,13,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,14,14,100,100,1.0,14,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,0,15,15,99,100,0.99,15,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,0,1,99,100,0.99,1,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,1,2,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,2,3,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,3,4,99,100,0.99,4,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,4,5,100,100,1.0,5,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,5,6,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,6,7,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,7,8,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,8,9,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,9,10,98,100,0.98,10,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,10,11,99,100,0.99,11,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,11,12,100,100,1.0,12,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,12,13,100,100,1.0,13,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,13,14,100,100,1.0,14,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,14,15,100,100,1.0,15,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,1,15,16,100,100,1.0,16,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,0,2,100,100,1.0,2,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,1,3,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,2,4,100,100,1.0,4,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,3,5,98,100,0.98,5,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,4,6,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,5,7,97,100,0.97,7,97
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,6,8,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,7,9,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,8,10,99,100,0.99,10,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,9,11,100,100,1.0,11,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,10,12,99,100,0.99,12,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,11,13,100,100,1.0,13,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,12,14,98,100,0.98,14,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,13,15,99,100,0.99,15,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,14,16,100,100,1.0,16,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,2,15,17,100,100,1.0,17,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,0,3,100,100,1.0,3,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,1,4,100,100,1.0,4,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,2,5,100,100,1.0,5,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,3,6,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,4,7,99,100,0.99,7,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,5,8,99,100,0.99,8,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,6,9,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,7,10,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,8,11,99,100,0.99,11,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,9,12,99,100,0.99,12,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,10,13,99,100,0.99,13,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,11,14,100,100,1.0,14,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,12,15,100,100,1.0,15,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,13,16,100,100,1.0,16,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,14,17,99,100,0.99,17,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,3,15,18,100,100,1.0,18,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,0,4,100,100,1.0,4,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,1,5,100,100,1.0,5,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,2,6,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,3,7,99,100,0.99,7,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,4,8,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,5,9,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,6,10,99,100,0.99,10,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,7,11,100,100,1.0,11,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,8,12,100,100,1.0,12,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,9,13,100,100,1.0,13,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,10,14,100,100,1.0,14,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,11,15,99,100,0.99,15,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,12,16,99,100,0.99,16,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,13,17,100,100,1.0,17,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,14,18,99,100,0.99,18,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,4,15,19,100,100,1.0,19,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,0,5,99,100,0.99,5,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,1,6,100,100,1.0,6,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,2,7,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,3,8,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,4,9,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,5,10,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,6,11,100,100,1.0,11,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,7,12,100,100,1.0,12,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,8,13,100,100,1.0,13,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,9,14,99,100,0.99,14,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,10,15,99,100,0.99,15,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,11,16,98,100,0.98,16,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,12,17,99,100,0.99,17,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,13,18,100,100,1.0,18,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,14,19,100,100,1.0,19,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,5,15,20,98,100,0.98,20,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,0,6,99,100,0.99,6,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,1,7,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,2,8,98,100,0.98,8,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,3,9,99,100,0.99,9,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,4,10,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,5,11,100,100,1.0,11,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,6,12,100,100,1.0,12,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,7,13,99,100,0.99,13,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,8,14,100,100,1.0,14,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,9,15,100,100,1.0,15,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,10,16,99,100,0.99,16,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,11,17,100,100,1.0,17,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,12,18,100,100,1.0,18,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,13,19,100,100,1.0,19,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,14,20,100,100,1.0,20,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,6,15,21,100,100,1.0,21,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,0,7,100,100,1.0,7,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,1,8,99,100,0.99,8,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,2,9,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,3,10,98,100,0.98,10,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,4,11,100,100,1.0,11,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,5,12,99,100,0.99,12,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,6,13,100,100,1.0,13,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,7,14,100,100,1.0,14,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,8,15,99,100,0.99,15,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,9,16,100,100,1.0,16,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,10,17,99,100,0.99,17,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,11,18,99,100,0.99,18,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,12,19,99,100,0.99,19,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,13,20,100,100,1.0,20,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,14,21,100,100,1.0,21,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,7,15,22,99,100,0.99,22,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,0,8,100,100,1.0,8,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,1,9,99,100,0.99,9,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,2,10,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,3,11,99,100,0.99,11,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,4,12,100,100,1.0,12,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,5,13,100,100,1.0,13,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,6,14,99,100,0.99,14,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,7,15,99,100,0.99,15,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,8,16,99,100,0.99,16,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,9,17,100,100,1.0,17,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,10,18,100,100,1.0,18,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,11,19,100,100,1.0,19,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,12,20,100,100,1.0,20,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,13,21,99,100,0.99,21,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,14,22,99,100,0.99,22,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,8,15,23,99,100,0.99,23,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,0,9,100,100,1.0,9,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,1,10,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,2,11,100,100,1.0,11,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,3,12,100,100,1.0,12,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,4,13,100,100,1.0,13,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,5,14,100,100,1.0,14,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,6,15,100,100,1.0,15,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,7,16,100,100,1.0,16,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,8,17,100,100,1.0,17,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,9,18,100,100,1.0,18,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,10,19,99,100,0.99,19,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,11,20,100,100,1.0,20,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,12,21,100,100,1.0,21,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,13,22,100,100,1.0,22,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,14,23,100,100,1.0,23,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,9,15,24,100,100,1.0,24,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,0,10,100,100,1.0,10,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,1,11,100,100,1.0,11,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,2,12,100,100,1.0,12,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,3,13,100,100,1.0,13,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,4,14,100,100,1.0,14,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,5,15,99,100,0.99,15,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,6,16,100,100,1.0,16,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,7,17,98,100,0.98,17,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,8,18,100,100,1.0,18,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,9,19,100,100,1.0,19,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,10,20,100,100,1.0,20,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,11,21,99,100,0.99,21,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,12,22,99,100,0.99,22,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,13,23,100,100,1.0,23,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,14,24,100,100,1.0,24,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,10,15,25,98,100,0.98,25,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,0,11,100,100,1.0,11,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,1,12,99,100,0.99,12,99
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,2,13,100,100,1.0,13,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,3,14,100,100,1.0,14,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,4,15,100,100,1.0,15,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,5,16,98,100,0.98,16,98
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,6,17,100,100,1.0,17,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,7,18,100,100,1.0,18,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,8,19,100,100,1.0,19,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,9,20,100,100,1.0,20,100
idea 2+3+4 Q3.4 shadow RCA,idea234_q34_4,forward,11,10,21,100,100,1.0,21,100
